id,lecture_id,question,time,created_at,updated_at,hide,question_type,quiz_type,group_id,course_id,start_time,end_time,inclass,graded,display_text,intro,self,in_group,discussion,xcoor,ycoor,height,width
88435,55462,"<p class=""medium-editor-p"">QE3.10.2</p>",23.248246,2020-01-20 11:18:48,2020-01-20 11:18:55,true,OCQ,survey,17151,4363,23.248246,23.248246,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88444,55462,"<p class=""medium-editor-p"">QE3.15.1</p>",32.010254,2020-01-20 11:21:31,2020-01-20 11:21:38,true,OCQ,survey,17151,4363,32.010254,32.010254,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88452,55462,"<p class=""medium-editor-p"">QE3.19.1</p>",39.602056,2020-01-20 11:24:18,2020-01-20 11:24:27,true,OCQ,survey,17151,4363,39.602056,39.602056,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88455,55462,"<p class=""medium-editor-p"">QE3.20.2</p>",42.304852,2020-01-20 11:25:21,2020-01-20 11:25:27,true,OCQ,survey,17151,4363,42.304852,42.304852,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88466,55462,"<p class=""medium-editor-p"">QE3.26.1</p>",53.067875,2020-01-20 11:29:55,2020-01-20 11:30:03,true,OCQ,survey,17151,4363,53.067875,53.067875,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88427,55462,"<p class=""medium-editor-p"">QE3.6.2</p>",15.688533,2020-01-20 11:16:24,2020-01-20 11:16:30,true,OCQ,survey,17151,4363,15.688533,15.688533,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88428,55462,"<p class=""medium-editor-p"">QE3.7.1</p>",16.799115,2020-01-20 11:16:42,2020-01-20 11:16:48,true,OCQ,survey,17151,4363,16.799115,16.799115,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88429,55462,"<p class=""medium-editor-p"">QE3.7.2</p>",17.656772,2020-01-20 11:17:02,2020-01-20 11:17:08,true,OCQ,survey,17151,4363,17.656772,17.656772,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88430,55462,"<p class=""medium-editor-p"">QE3.8.1</p>",18.843478,2020-01-20 11:17:21,2020-01-20 11:17:28,true,OCQ,survey,17151,4363,18.843478,18.843478,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88431,55462,"<p class=""medium-editor-p"">QE3.8.2</p>",19.385776,2020-01-20 11:17:39,2020-01-20 11:17:45,true,OCQ,survey,17151,4363,19.385776,19.385776,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88433,55462,"<p class=""medium-editor-p"">QE3.9.2</p>",21.401924,2020-01-20 11:18:11,2020-01-20 11:18:17,true,OCQ,survey,17151,4363,21.401924,21.401924,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88434,55462,"<p class=""medium-editor-p"">QE3.10.1</p>",22.56472,2020-01-20 11:18:31,2020-01-20 11:18:38,true,OCQ,survey,17151,4363,22.56472,22.56472,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88438,55462,"<p class=""medium-editor-p"">QE3.12.1</p>",26.371145,2020-01-20 11:19:40,2020-01-20 11:19:47,true,OCQ,survey,17151,4363,26.371145,26.371145,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88440,55462,"<p class=""medium-editor-p"">QE3.13.1</p>",28.014244,2020-01-20 11:20:19,2020-01-20 11:20:26,true,OCQ,survey,17151,4363,28.014244,28.014244,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88458,55462,"<p class=""medium-editor-p"">QE3.22.1</p>",45.502643,2020-01-20 11:26:45,2020-01-20 11:26:57,true,OCQ,survey,17151,4363,45.502643,45.502643,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88459,55462,"<p class=""medium-editor-p"">QE3.22.2</p>",46.352278,2020-01-20 11:27:41,2020-01-20 11:27:48,true,OCQ,survey,17151,4363,46.352278,46.352278,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88436,55462,"<p class=""medium-editor-p"">QE3.11.1</p>",24.50194,2020-01-20 11:19:06,2020-01-20 11:19:13,true,OCQ,survey,17151,4363,24.50194,24.50194,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88462,55462,"<p class=""medium-editor-p"">QE3.24.1</p>",48.851413,2020-01-20 11:28:35,2020-01-20 11:28:40,true,OCQ,survey,17151,4363,48.851413,48.851413,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
87458,54555,"<p class=""medium-editor-p"">QE2.25</p>",60.730956,2020-01-13 12:37:16,2020-02-24 10:19:00,true,OCQ,survey,17151,4363,60.730956,60.730956,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88437,55462,"<p class=""medium-editor-p"">QE3.11.2</p>",25.194604,2020-01-20 11:19:23,2020-01-20 11:19:29,true,OCQ,survey,17151,4363,25.194604,25.194604,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88443,55462,"<p class=""medium-editor-p"">QE3.14.2</p>",30.871259,2020-01-20 11:21:12,2020-01-20 11:21:19,true,OCQ,survey,17151,4363,30.871259,30.871259,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88447,55462,"<p class=""medium-editor-p"">QE3.16.2</p>",34.647069,2020-01-20 11:22:28,2020-01-20 11:22:34,true,OCQ,survey,17151,4363,34.647069,34.647069,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88439,55462,"<p class=""medium-editor-p"">QE3.12.2</p>",26.972642,2020-01-20 11:19:58,2020-01-20 11:20:05,true,OCQ,survey,17151,4363,26.972642,26.972642,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88441,55462,"<p class=""medium-editor-p"">QE3.13.2</p>",28.94076,2020-01-20 11:20:37,2020-01-20 11:20:43,true,OCQ,survey,17151,4363,28.94076,28.94076,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88442,55462,"<p class=""medium-editor-p"">QE3.14.1</p>",30.129271,2020-01-20 11:20:55,2020-01-20 11:21:02,true,OCQ,survey,17151,4363,30.129271,30.129271,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88445,55462,"<p class=""medium-editor-p"">QE3.15.2</p>",32.94028,2020-01-20 11:21:50,2020-01-20 11:21:56,true,OCQ,survey,17151,4363,32.94028,32.94028,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88446,55462,"<p class=""medium-editor-p"">QE3.16.1</p>",33.900905,2020-01-20 11:22:11,2020-01-20 11:22:17,true,OCQ,survey,17151,4363,33.900905,33.900905,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88450,55462,"<p class=""medium-editor-p"">QE3.18.1</p>",37.723889,2020-01-20 11:23:31,2020-01-20 11:23:41,true,OCQ,survey,17151,4363,37.723889,37.723889,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88453,55462,"<p class=""medium-editor-p"">QE3.19.2</p>",40.307137,2020-01-20 11:24:41,2020-01-20 11:24:49,true,OCQ,survey,17151,4363,40.307137,40.307137,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
88456,55462,"<p class=""medium-editor-p"">QE3.21.1</p>",43.324615,2020-01-20 11:25:38,2020-01-20 11:25:45,true,OCQ,survey,17151,4363,43.324615,43.324615,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
87437,54555,"<p class=""medium-editor-p"">QE2.5</p>",15.669589,2020-01-13 12:18:45,2020-02-24 10:18:46,true,OCQ,survey,17151,4363,15.669589,15.669589,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
87456,54555,"<p class=""medium-editor-p"">QE2.23</p>",55.882005,2020-01-13 12:25:46,2020-02-24 10:18:56,true,OCQ,survey,17151,4363,55.882005,55.882005,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89685,53829,"<p class=""medium-editor-p"">QL8.35</p>",84.097969,2020-01-30 22:40:19,2020-02-03 11:43:43,false,OCQ,survey,17002,4363,84.097969,84.097969,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89660,53829,"<p class=""medium-editor-p"">QL8.11</p>",34.977519,2020-01-30 22:30:18,2020-02-03 11:33:37,false,OCQ,survey,17002,4363,34.977519,34.977519,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89663,53829,"<p class=""medium-editor-p"">QL8.14</p>",40.67244,2020-01-30 22:31:59,2020-02-03 11:34:57,false,OCQ,survey,17002,4363,40.67244,40.67244,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89652,53829,"<p class=""medium-editor-p"">QL8.3</p>",18.383816,2020-01-30 22:27:35,2020-02-03 11:44:57,false,Free Text Question,invideo,17002,4363,18.383816,18.383816,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89658,53829,"<p class=""medium-editor-p"">QL8.9</p>",30.629588,2020-01-30 22:29:37,2020-02-03 11:45:25,false,Free Text Question,invideo,17002,4363,30.629588,30.629588,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89659,53829,"<p class=""medium-editor-p"">QL8.10</p>",32.763629,2020-01-30 22:29:52,2020-02-03 11:45:28,false,Free Text Question,invideo,17002,4363,32.763629,32.763629,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89651,53829,"<p class=""medium-editor-p"">QL8.2</p>",16.399334,2020-01-30 22:27:13,2020-02-03 11:44:55,false,Free Text Question,invideo,17002,4363,16.399334,16.399334,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89653,53829,"<p class=""medium-editor-p"">QL8.4</p>",20.378629,2020-01-30 22:27:54,2020-02-03 11:45:01,false,Free Text Question,invideo,17002,4363,20.378629,20.378629,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89654,53829,"<p class=""medium-editor-p"">QL8.5</p>",22.486263,2020-01-30 22:28:15,2020-02-03 11:45:06,false,Free Text Question,invideo,17002,4363,22.486263,22.486263,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89655,53829,"<p class=""medium-editor-p"">QL8.6</p>",24.661992,2020-01-30 22:28:49,2020-02-03 11:45:09,false,Free Text Question,invideo,17002,4363,24.661992,24.661992,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89656,53829,"<p class=""medium-editor-p"">QL8.7</p>",26.406212,2020-01-30 22:29:05,2020-02-03 11:45:15,false,Free Text Question,invideo,17002,4363,26.406212,26.406212,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89657,53829,"<p class=""medium-editor-p"">QL8.8</p>",28.530371,2020-01-30 22:29:22,2020-02-03 11:45:19,false,Free Text Question,invideo,17002,4363,28.530371,28.530371,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89661,53829,"<p class=""medium-editor-p"">QL8.12</p>",36.85551,2020-01-30 22:31:03,2020-01-30 22:31:16,true,OCQ,survey,17002,4363,36.85551,36.85551,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89664,53829,"<p class=""medium-editor-p"">QL8.15</p>",43.184994,2020-01-30 22:32:20,2020-02-03 11:35:03,false,OCQ,survey,17002,4363,43.184994,43.184994,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89667,53829,"<p class=""medium-editor-p"">QL8.18</p>",49.078938,2020-01-30 22:33:25,2020-02-03 11:36:41,false,OCQ,survey,17002,4363,49.078938,49.078938,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89665,53829,"<p class=""medium-editor-p"">QL8.16</p>",45.039463,2020-01-30 22:32:45,2020-01-30 22:32:54,true,OCQ,survey,17002,4363,45.039463,45.039463,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89666,53829,"<p class=""medium-editor-p"">QL8.17</p>",46.947617,2020-01-30 22:33:05,2020-02-03 11:36:24,true,OCQ,survey,17002,4363,46.947617,46.947617,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89670,53829,"<p class=""medium-editor-p"">QL8.21</p>",55.395478,2020-01-30 22:34:28,2020-02-03 11:37:49,false,OCQ,survey,17002,4363,55.395478,55.395478,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89668,53829,"<p class=""medium-editor-p"">QL8.19</p>",50.98184,2020-01-30 22:33:50,2020-01-30 22:33:56,true,OCQ,survey,17002,4363,50.98184,50.98184,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89669,53829,"<p class=""medium-editor-p"">QL8.20</p>",53.436175,2020-01-30 22:34:09,2020-01-30 22:34:15,true,OCQ,survey,17002,4363,53.436175,53.436175,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89672,53829,"<p class=""medium-editor-p"">QL8.23</p>",59.263029,2020-01-30 22:35:12,2020-02-03 11:38:17,false,OCQ,survey,17002,4363,59.263029,59.263029,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89671,53829,"<p class=""medium-editor-p"">QL8.22</p>",57.225202,2020-01-30 22:34:49,2020-01-30 22:34:57,true,OCQ,survey,17002,4363,57.225202,57.225202,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89673,53829,"<p class=""medium-editor-p"">QL8.24</p>",60.924937,2020-01-30 22:35:32,2020-02-03 11:38:42,false,OCQ,survey,17002,4363,60.924937,60.924937,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89674,53829,"<p class=""medium-editor-p"">QL8.25</p>",63.433822,2020-01-30 22:36:01,2020-02-03 11:38:56,false,OCQ,survey,17002,4363,63.433822,63.433822,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89678,53829,"<p class=""medium-editor-p"">QL8.29</p>",72.128275,2020-01-30 22:37:36,2020-02-03 11:40:04,false,OCQ,survey,17002,4363,72.128275,72.128275,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89675,53829,"<p class=""medium-editor-p"">QL8.26</p>",65.456625,2020-01-30 22:36:22,2020-01-30 22:36:29,true,OCQ,survey,17002,4363,65.456625,65.456625,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89676,53829,"<p class=""medium-editor-p"">QE2.27</p>",67.711209,2020-01-30 22:36:43,2020-01-30 22:36:54,true,OCQ,survey,17002,4363,67.711209,67.711209,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89677,53829,"<p class=""medium-editor-p"">QL8.28</p>",69.677567,2020-01-30 22:37:12,2020-01-30 22:37:20,true,OCQ,survey,17002,4363,69.677567,69.677567,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89680,53829,"<p class=""medium-editor-p"">QL8.31</p>",75.633137,2020-01-30 22:38:23,2020-02-03 11:40:42,false,OCQ,survey,17002,4363,75.633137,75.633137,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89679,53829,"<p class=""medium-editor-p"">QL8.30</p>",73.963907,2020-01-30 22:37:54,2020-01-30 22:38:01,true,OCQ,survey,17002,4363,73.963907,73.963907,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89681,53829,"<p class=""medium-editor-p"">QL8.32</p>",77.369951,2020-01-30 22:38:49,2020-02-03 11:41:06,false,OCQ,survey,17002,4363,77.369951,77.369951,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89682,53829,"<p class=""medium-editor-p"">QE3.33</p>",79.642707,2020-01-30 22:39:19,2020-02-03 11:41:14,false,OCQ,survey,17002,4363,79.642707,79.642707,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89650,53829,"<p class=""medium-editor-p"">QL8.1</p>",13.951871,2020-01-30 22:26:57,2020-02-03 11:44:50,false,Free Text Question,invideo,17002,4363,13.951871,13.951871,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89683,53829,"<p class=""medium-editor-p"">QL8.34</p>",82.084618,2020-01-30 22:39:45,2020-01-30 22:39:55,true,OCQ,survey,17002,4363,82.084618,82.084618,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
89662,53829,"<p class=""medium-editor-p"">QL8.13</p>",38.630919,2020-01-30 22:31:40,2020-02-03 11:34:27,false,OCQ,survey,17002,4363,38.630919,38.630919,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90451,56793,"<p class=""medium-editor-p"">QE6.11</p>",7.939605,2020-02-11 07:48:55,2020-02-11 07:49:18,true,OCQ,survey,17151,4363,7.939605,7.939605,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90452,56793,"<p class=""medium-editor-p"">QE6.12</p>",10.70654,2020-02-11 07:49:40,2020-02-11 07:49:52,true,OCQ,survey,17151,4363,10.70654,10.70654,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90453,56793,"<p class=""medium-editor-p"">QE6.13</p>",13.062193,2020-02-11 07:50:06,2020-02-11 07:50:19,true,OCQ,survey,17151,4363,13.062193,13.062193,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90454,56793,"<p class=""medium-editor-p"">QE6.14</p>",15.497558,2020-02-11 07:50:35,2020-02-11 07:50:49,true,OCQ,survey,17151,4363,15.497558,15.497558,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90455,56793,"<p class=""medium-editor-p"">QE6.15</p>",17.934265,2020-02-11 07:51:06,2020-02-11 07:51:15,true,OCQ,survey,17151,4363,17.934265,17.934265,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90456,56793,"<p class=""medium-editor-p"">QE6.16</p>",20.423354,2020-02-11 07:51:29,2020-02-11 07:51:41,true,OCQ,survey,17151,4363,20.423354,20.423354,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90457,56793,"<p class=""medium-editor-p"">QE6.17</p>",22.781845,2020-02-11 07:51:56,2020-02-11 07:52:09,true,OCQ,survey,17151,4363,22.781845,22.781845,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90458,56793,"<p class=""medium-editor-p"">QE6.18</p>",25.188019,2020-02-11 07:52:25,2020-02-11 07:52:37,true,OCQ,survey,17151,4363,25.188019,25.188019,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90459,56793,"<p class=""medium-editor-p"">QE6.19</p>",27.324663,2020-02-11 07:52:54,2020-02-11 07:53:04,true,OCQ,survey,17151,4363,27.324663,27.324663,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90460,56793,"<p class=""medium-editor-p"">QE6.20</p>",30.264224,2020-02-11 07:53:23,2020-02-11 07:53:32,true,OCQ,survey,17151,4363,30.264224,30.264224,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90461,56793,"<p class=""medium-editor-p"">QE6.21</p>",32.610638,2020-02-11 07:53:51,2020-02-11 07:54:01,true,OCQ,survey,17151,4363,32.610638,32.610638,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90462,56793,"<p class=""medium-editor-p"">QE6.22</p>",34.953347,2020-02-11 07:54:20,2020-02-11 07:54:28,true,OCQ,survey,17151,4363,34.953347,34.953347,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90463,56793,"<p class=""medium-editor-p"">QE6.23</p>",37.41688,2020-02-11 07:54:50,2020-02-11 07:55:01,true,OCQ,survey,17151,4363,37.41688,37.41688,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
90464,56793,"<p class=""medium-editor-p"">QE6.24</p>",40.061455,2020-02-11 07:55:16,2020-02-11 07:55:26,true,OCQ,survey,17151,4363,40.061455,40.061455,false,true,false,120,120,120,120,0.0,0.9,0.1,0.5
